district,date,disease,disease_group,disease_communicable,n_cases
Moshi,2017-01-01,Rabies,Other Communicable Diseases,CD,52
Moshi,2017-01-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2017-01-01,Road Traffic Accidents,Trauma and Injuries,NCD,158
Moshi,2017-01-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,1
Moshi,2017-01-01,Skin Infection - Fungal,Skin infection,CD,416
Moshi,2017-01-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,21
Moshi,2017-01-01,Substance Abuse,Other Non-Communicable Diseases,NCD,23
Moshi,2017-01-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2017-01-01,Tuberculosis,Respiratory Infection,CD,31
Moshi,2017-01-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,22
Moshi,2017-01-01,Upper Respiratory Infections,Respiratory Infection,CD,5829
Moshi,2017-01-01,Urinary Tract Infections,Other Communicable Diseases,CD,4244
Moshi,2017-01-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2017-01-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2017-02-01,Acute Flaccid Paralysis,Neurological Disorders,Both,NA
Moshi,2017-02-01,Bronchial Asthma,Respiratory Disease,NCD,368
Moshi,2017-02-01,Caries,Other Non-Communicable Diseases,NCD,84
Moshi,2017-02-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Moshi,2017-02-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1294
Moshi,2017-02-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,500
Moshi,2017-02-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,24
Moshi,2017-02-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,49
Moshi,2017-02-01,Epilepsy,Neurological Disorders,NCD,245
Moshi,2017-02-01,Fractures,Trauma and Injuries,NCD,307
Moshi,2017-02-01,Gynecological Diseases,Gynecological Diseases,NCD,157
Moshi,2017-02-01,Hypertension,Cardiovascular Disease,NCD,1413
Moshi,2017-02-01,Infectious Eye Disease,Other Communicable Diseases,CD,225
Moshi,2017-02-01,Influenza,Respiratory Infection,CD,0
Moshi,2017-02-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,829
Moshi,2017-02-01,Kwashiorkor,Malnutrition,NCD,5
Moshi,2017-02-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2017-02-01,Malaria,Vector borne infection,CD,109
Moshi,2017-02-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-02-01,Marasmus,Malnutrition,NCD,0
Moshi,2017-02-01,Measles,Other Communicable Diseases,CD,1
Moshi,2017-02-01,Meningitis,Neurological Disorders,Both,2
Moshi,2017-02-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,177
Moshi,2017-02-01,Moderate Malnutrition,Malnutrition,NCD,103
Moshi,2017-02-01,Neoplasms/Cancer,Cancer,NCD,35
Moshi,2017-02-01,Neuroses,Neurological Disorders,NCD,237
Moshi,2017-02-01,"Nutritional Disorders, Other",Malnutrition,NCD,325
Moshi,2017-02-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,129
Moshi,2017-02-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,705
Moshi,2017-02-01,"Pneumonia, Severe",Respiratory Infection,CD,139
Moshi,2017-02-01,Poisoning,Other Non-Communicable Diseases,NCD,42
Moshi,2017-02-01,Psychoses,Neurological Disorders,NCD,481
Moshi,2017-02-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2017-02-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2017-02-01,Road Traffic Accidents,Trauma and Injuries,NCD,89
Moshi,2017-02-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,2
Moshi,2017-02-01,Skin Infection - Fungal,Skin infection,CD,390
Moshi,2017-02-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,35
Moshi,2017-02-01,Substance Abuse,Other Non-Communicable Diseases,NCD,2
Moshi,2017-02-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2017-02-01,Tuberculosis,Respiratory Infection,CD,69
Moshi,2017-02-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,45
Moshi,2017-02-01,Upper Respiratory Infections,Respiratory Infection,CD,5181
Moshi,2017-02-01,Urinary Tract Infections,Other Communicable Diseases,CD,3346
Moshi,2017-02-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2017-02-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2017-03-01,Acute Flaccid Paralysis,Neurological Disorders,Both,NA
Moshi,2017-03-01,Bronchial Asthma,Respiratory Disease,NCD,276
Moshi,2017-03-01,Caries,Other Non-Communicable Diseases,NCD,338
Moshi,2017-03-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Moshi,2017-03-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1036
Moshi,2017-03-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,931
Moshi,2017-03-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,19
Moshi,2017-03-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,217
Moshi,2017-03-01,Epilepsy,Neurological Disorders,NCD,45
Moshi,2017-03-01,Fractures,Trauma and Injuries,NCD,178
Moshi,2017-03-01,Gynecological Diseases,Gynecological Diseases,NCD,160
Moshi,2017-03-01,Hypertension,Cardiovascular Disease,NCD,1490
Moshi,2017-03-01,Infectious Eye Disease,Other Communicable Diseases,CD,271
Moshi,2017-03-01,Influenza,Respiratory Infection,CD,0
Moshi,2017-03-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,704
Moshi,2017-03-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-03-01,Leprosy,Other Communicable Diseases,CD,1
Moshi,2017-03-01,Malaria,Vector borne infection,CD,66
Moshi,2017-03-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-03-01,Marasmus,Malnutrition,NCD,0
Moshi,2017-03-01,Measles,Other Communicable Diseases,CD,5
Moshi,2017-03-01,Meningitis,Neurological Disorders,Both,1
Moshi,2017-03-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,296
Moshi,2017-03-01,Moderate Malnutrition,Malnutrition,NCD,18
Moshi,2017-03-01,Neoplasms/Cancer,Cancer,NCD,21
Moshi,2017-03-01,Neuroses,Neurological Disorders,NCD,318
Moshi,2017-03-01,"Nutritional Disorders, Other",Malnutrition,NCD,15
Moshi,2017-03-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,157
Moshi,2017-03-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,598
Moshi,2017-03-01,"Pneumonia, Severe",Respiratory Infection,CD,283
Moshi,2017-03-01,Poisoning,Other Non-Communicable Diseases,NCD,30
Moshi,2017-03-01,Psychoses,Neurological Disorders,NCD,79
Moshi,2017-03-01,Rabies,Other Communicable Diseases,CD,5
Moshi,2017-03-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2017-03-01,Road Traffic Accidents,Trauma and Injuries,NCD,50
Moshi,2017-03-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,6
Moshi,2017-03-01,Skin Infection - Fungal,Skin infection,CD,557
Moshi,2017-03-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,18
Moshi,2017-03-01,Substance Abuse,Other Non-Communicable Diseases,NCD,14
Moshi,2017-03-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2017-03-01,Tuberculosis,Respiratory Infection,CD,7
Moshi,2017-03-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,55
Moshi,2017-03-01,Upper Respiratory Infections,Respiratory Infection,CD,6727
Moshi,2017-03-01,Urinary Tract Infections,Other Communicable Diseases,CD,4236
Moshi,2017-03-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2017-03-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2017-04-01,Acute Flaccid Paralysis,Neurological Disorders,Both,NA
Moshi,2017-04-01,Bronchial Asthma,Respiratory Disease,NCD,402
Moshi,2017-04-01,Caries,Other Non-Communicable Diseases,NCD,272
Moshi,2017-04-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Moshi,2017-04-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1319
Moshi,2017-04-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,698
Moshi,2017-04-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,24
Moshi,2017-04-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,225
Moshi,2017-04-01,Epilepsy,Neurological Disorders,NCD,160
Moshi,2017-04-01,Fractures,Trauma and Injuries,NCD,589
Moshi,2017-04-01,Gynecological Diseases,Gynecological Diseases,NCD,261
Moshi,2017-04-01,Hypertension,Cardiovascular Disease,NCD,1609
Moshi,2017-04-01,Infectious Eye Disease,Other Communicable Diseases,CD,127
Moshi,2017-04-01,Influenza,Respiratory Infection,CD,0
Moshi,2017-04-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,746
Moshi,2017-04-01,Kwashiorkor,Malnutrition,NCD,12
Moshi,2017-04-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2017-04-01,Malaria,Vector borne infection,CD,54
Moshi,2017-04-01,Marasmic Kwashiorkor,Malnutrition,NCD,2
Moshi,2017-04-01,Marasmus,Malnutrition,NCD,0
Moshi,2017-04-01,Measles,Other Communicable Diseases,CD,0
Moshi,2017-04-01,Meningitis,Neurological Disorders,Both,2
Moshi,2017-04-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,224
Moshi,2017-04-01,Moderate Malnutrition,Malnutrition,NCD,46
Moshi,2017-04-01,Neoplasms/Cancer,Cancer,NCD,12
Moshi,2017-04-01,Neuroses,Neurological Disorders,NCD,316
Moshi,2017-04-01,"Nutritional Disorders, Other",Malnutrition,NCD,74
Moshi,2017-04-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,145
Moshi,2017-04-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,612
Moshi,2017-04-01,"Pneumonia, Severe",Respiratory Infection,CD,296
Moshi,2017-04-01,Poisoning,Other Non-Communicable Diseases,NCD,43
Moshi,2017-04-01,Psychoses,Neurological Disorders,NCD,568
Moshi,2017-04-01,Rabies,Other Communicable Diseases,CD,7
Moshi,2017-04-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2017-04-01,Road Traffic Accidents,Trauma and Injuries,NCD,90
Moshi,2017-04-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,3
Moshi,2017-04-01,Skin Infection - Fungal,Skin infection,CD,429
Moshi,2017-04-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,29
Moshi,2017-04-01,Substance Abuse,Other Non-Communicable Diseases,NCD,6
Moshi,2017-04-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2017-04-01,Tuberculosis,Respiratory Infection,CD,58
Moshi,2017-04-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,61
Moshi,2017-04-01,Upper Respiratory Infections,Respiratory Infection,CD,7097
Moshi,2017-04-01,Urinary Tract Infections,Other Communicable Diseases,CD,4159
Moshi,2017-04-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2017-04-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2017-05-01,Acute Flaccid Paralysis,Neurological Disorders,Both,NA
Moshi,2017-05-01,Bronchial Asthma,Respiratory Disease,NCD,535
Moshi,2017-05-01,Caries,Other Non-Communicable Diseases,NCD,101
Moshi,2017-05-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Moshi,2017-05-01,Diabetes Mellitus,Diabetes Mellitus,NCD,989
Moshi,2017-05-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,787
Moshi,2017-05-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,6
Moshi,2017-05-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,235
Moshi,2017-05-01,Epilepsy,Neurological Disorders,NCD,221
Moshi,2017-05-01,Fractures,Trauma and Injuries,NCD,269
Moshi,2017-05-01,Gynecological Diseases,Gynecological Diseases,NCD,204
Moshi,2017-05-01,Hypertension,Cardiovascular Disease,NCD,1155
Moshi,2017-05-01,Infectious Eye Disease,Other Communicable Diseases,CD,162
Moshi,2017-05-01,Influenza,Respiratory Infection,CD,0
Moshi,2017-05-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,728
Moshi,2017-05-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-05-01,Leprosy,Other Communicable Diseases,CD,3
Moshi,2017-05-01,Malaria,Vector borne infection,CD,68
Moshi,2017-05-01,Marasmic Kwashiorkor,Malnutrition,NCD,1
Moshi,2017-05-01,Marasmus,Malnutrition,NCD,0
Moshi,2017-05-01,Measles,Other Communicable Diseases,CD,0
Moshi,2017-05-01,Meningitis,Neurological Disorders,Both,2
Moshi,2017-05-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,174
Moshi,2017-05-01,Moderate Malnutrition,Malnutrition,NCD,19
Moshi,2017-05-01,Neoplasms/Cancer,Cancer,NCD,28
Moshi,2017-05-01,Neuroses,Neurological Disorders,NCD,75
Moshi,2017-05-01,"Nutritional Disorders, Other",Malnutrition,NCD,115
Moshi,2017-05-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,268
Moshi,2017-05-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,679
Moshi,2017-05-01,"Pneumonia, Severe",Respiratory Infection,CD,270
Moshi,2017-05-01,Poisoning,Other Non-Communicable Diseases,NCD,49
Moshi,2017-05-01,Psychoses,Neurological Disorders,NCD,369
Moshi,2017-05-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2017-05-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2017-05-01,Road Traffic Accidents,Trauma and Injuries,NCD,92
Moshi,2017-05-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,1
Moshi,2017-05-01,Skin Infection - Fungal,Skin infection,CD,514
Moshi,2017-05-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,20
Moshi,2017-05-01,Substance Abuse,Other Non-Communicable Diseases,NCD,75
Moshi,2017-05-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2017-05-01,Tuberculosis,Respiratory Infection,CD,54
Moshi,2017-05-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,45
Moshi,2017-05-01,Upper Respiratory Infections,Respiratory Infection,CD,7178
Moshi,2017-05-01,Urinary Tract Infections,Other Communicable Diseases,CD,3446
Moshi,2017-05-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2017-05-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2017-06-01,Acute Flaccid Paralysis,Neurological Disorders,Both,NA
Moshi,2017-06-01,Bronchial Asthma,Respiratory Disease,NCD,462
Moshi,2017-06-01,Caries,Other Non-Communicable Diseases,NCD,93
Moshi,2017-06-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Moshi,2017-06-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1243
Moshi,2017-06-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,2091
Moshi,2017-06-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,4
Moshi,2017-06-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,83
Moshi,2017-06-01,Epilepsy,Neurological Disorders,NCD,263
Moshi,2017-06-01,Fractures,Trauma and Injuries,NCD,290
Moshi,2017-06-01,Gynecological Diseases,Gynecological Diseases,NCD,267
Moshi,2017-06-01,Hypertension,Cardiovascular Disease,NCD,1905
Moshi,2017-06-01,Infectious Eye Disease,Other Communicable Diseases,CD,167
Moshi,2017-06-01,Influenza,Respiratory Infection,CD,0
Moshi,2017-06-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,642
Moshi,2017-06-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-06-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2017-06-01,Malaria,Vector borne infection,CD,69
Moshi,2017-06-01,Marasmic Kwashiorkor,Malnutrition,NCD,1
Moshi,2017-06-01,Marasmus,Malnutrition,NCD,6
Moshi,2017-06-01,Measles,Other Communicable Diseases,CD,1
Moshi,2017-06-01,Meningitis,Neurological Disorders,Both,1
Moshi,2017-06-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,205
Moshi,2017-06-01,Moderate Malnutrition,Malnutrition,NCD,17
Moshi,2017-06-01,Neoplasms/Cancer,Cancer,NCD,22
Moshi,2017-06-01,Neuroses,Neurological Disorders,NCD,258
Moshi,2017-06-01,"Nutritional Disorders, Other",Malnutrition,NCD,66
Moshi,2017-06-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,212
Moshi,2017-06-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,742
Moshi,2017-06-01,"Pneumonia, Severe",Respiratory Infection,CD,168
Moshi,2017-06-01,Poisoning,Other Non-Communicable Diseases,NCD,74
Moshi,2017-06-01,Psychoses,Neurological Disorders,NCD,394
Moshi,2017-06-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2017-06-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2017-06-01,Road Traffic Accidents,Trauma and Injuries,NCD,71
Moshi,2017-06-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,2
Moshi,2017-06-01,Skin Infection - Fungal,Skin infection,CD,468
Moshi,2017-06-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,32
Moshi,2017-06-01,Substance Abuse,Other Non-Communicable Diseases,NCD,20
Moshi,2017-06-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2017-06-01,Tuberculosis,Respiratory Infection,CD,58
Moshi,2017-06-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,70
Moshi,2017-06-01,Upper Respiratory Infections,Respiratory Infection,CD,6138
Moshi,2017-06-01,Urinary Tract Infections,Other Communicable Diseases,CD,3438
Moshi,2017-06-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2017-06-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2017-07-01,Acute Flaccid Paralysis,Neurological Disorders,Both,NA
Moshi,2017-07-01,Bronchial Asthma,Respiratory Disease,NCD,320
Moshi,2017-07-01,Caries,Other Non-Communicable Diseases,NCD,189
Moshi,2017-07-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Moshi,2017-07-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1020
Moshi,2017-07-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,881
Moshi,2017-07-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,2
Moshi,2017-07-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,92
Moshi,2017-07-01,Epilepsy,Neurological Disorders,NCD,201
Moshi,2017-07-01,Fractures,Trauma and Injuries,NCD,146
Moshi,2017-07-01,Gynecological Diseases,Gynecological Diseases,NCD,195
Moshi,2017-07-01,Hypertension,Cardiovascular Disease,NCD,1549
Moshi,2017-07-01,Infectious Eye Disease,Other Communicable Diseases,CD,114
Moshi,2017-07-01,Influenza,Respiratory Infection,CD,3
Moshi,2017-07-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,573
Moshi,2017-07-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-07-01,Leprosy,Other Communicable Diseases,CD,2
Moshi,2017-07-01,Malaria,Vector borne infection,CD,85
Moshi,2017-07-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-07-01,Marasmus,Malnutrition,NCD,1
Moshi,2017-07-01,Measles,Other Communicable Diseases,CD,0
Moshi,2017-07-01,Meningitis,Neurological Disorders,Both,1
Moshi,2017-07-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,156
Moshi,2017-07-01,Moderate Malnutrition,Malnutrition,NCD,14
Moshi,2017-07-01,Neoplasms/Cancer,Cancer,NCD,54
Moshi,2017-07-01,Neuroses,Neurological Disorders,NCD,88
Moshi,2017-07-01,"Nutritional Disorders, Other",Malnutrition,NCD,111
Moshi,2017-07-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,169
Moshi,2017-07-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,652
Moshi,2017-07-01,"Pneumonia, Severe",Respiratory Infection,CD,228
Moshi,2017-07-01,Poisoning,Other Non-Communicable Diseases,NCD,56
Moshi,2017-07-01,Psychoses,Neurological Disorders,NCD,596
Moshi,2017-07-01,Rabies,Other Communicable Diseases,CD,1
Moshi,2017-07-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2017-07-01,Road Traffic Accidents,Trauma and Injuries,NCD,61
Moshi,2017-07-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Moshi,2017-07-01,Skin Infection - Fungal,Skin infection,CD,522
Moshi,2017-07-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,26
Moshi,2017-07-01,Substance Abuse,Other Non-Communicable Diseases,NCD,34
Moshi,2017-07-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2017-07-01,Tuberculosis,Respiratory Infection,CD,50
Moshi,2017-07-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,51
Moshi,2017-07-01,Upper Respiratory Infections,Respiratory Infection,CD,5303
Moshi,2017-07-01,Urinary Tract Infections,Other Communicable Diseases,CD,2929
Moshi,2017-07-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2017-07-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2017-08-01,Acute Flaccid Paralysis,Neurological Disorders,Both,NA
Moshi,2017-08-01,Bronchial Asthma,Respiratory Disease,NCD,337
Moshi,2017-08-01,Caries,Other Non-Communicable Diseases,NCD,181
Moshi,2017-08-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Moshi,2017-08-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1188
Moshi,2017-08-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,553
Moshi,2017-08-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,14
Moshi,2017-08-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,149
Moshi,2017-08-01,Epilepsy,Neurological Disorders,NCD,202
Moshi,2017-08-01,Fractures,Trauma and Injuries,NCD,328
Moshi,2017-08-01,Gynecological Diseases,Gynecological Diseases,NCD,167
Moshi,2017-08-01,Hypertension,Cardiovascular Disease,NCD,1381
Moshi,2017-08-01,Infectious Eye Disease,Other Communicable Diseases,CD,146
Moshi,2017-08-01,Influenza,Respiratory Infection,CD,0
Moshi,2017-08-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,674
Moshi,2017-08-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-08-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2017-08-01,Malaria,Vector borne infection,CD,62
Moshi,2017-08-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-08-01,Marasmus,Malnutrition,NCD,2
Moshi,2017-08-01,Measles,Other Communicable Diseases,CD,1
Moshi,2017-08-01,Meningitis,Neurological Disorders,Both,2
Moshi,2017-08-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,125
Moshi,2017-08-01,Moderate Malnutrition,Malnutrition,NCD,23
Moshi,2017-08-01,Neoplasms/Cancer,Cancer,NCD,25
Moshi,2017-08-01,Neuroses,Neurological Disorders,NCD,71
Moshi,2017-08-01,"Nutritional Disorders, Other",Malnutrition,NCD,56
Moshi,2017-08-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,186
Moshi,2017-08-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,635
Moshi,2017-08-01,"Pneumonia, Severe",Respiratory Infection,CD,139
Moshi,2017-08-01,Poisoning,Other Non-Communicable Diseases,NCD,31
Moshi,2017-08-01,Psychoses,Neurological Disorders,NCD,491
Moshi,2017-08-01,Rabies,Other Communicable Diseases,CD,2
Moshi,2017-08-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2017-08-01,Road Traffic Accidents,Trauma and Injuries,NCD,23
Moshi,2017-08-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,1
Moshi,2017-08-01,Skin Infection - Fungal,Skin infection,CD,496
Moshi,2017-08-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,10
Moshi,2017-08-01,Substance Abuse,Other Non-Communicable Diseases,NCD,15
Moshi,2017-08-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2017-08-01,Tuberculosis,Respiratory Infection,CD,46
Moshi,2017-08-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,53
Moshi,2017-08-01,Upper Respiratory Infections,Respiratory Infection,CD,4382
Moshi,2017-08-01,Urinary Tract Infections,Other Communicable Diseases,CD,3342
Moshi,2017-08-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2017-08-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2017-09-01,Acute Flaccid Paralysis,Neurological Disorders,Both,NA
Moshi,2017-09-01,Bronchial Asthma,Respiratory Disease,NCD,270
Moshi,2017-09-01,Caries,Other Non-Communicable Diseases,NCD,235
Moshi,2017-09-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Moshi,2017-09-01,Diabetes Mellitus,Diabetes Mellitus,NCD,934
Moshi,2017-09-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,746
Moshi,2017-09-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,3
Moshi,2017-09-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,132
Moshi,2017-09-01,Epilepsy,Neurological Disorders,NCD,187
Moshi,2017-09-01,Fractures,Trauma and Injuries,NCD,242
Moshi,2017-09-01,Gynecological Diseases,Gynecological Diseases,NCD,194
Moshi,2017-09-01,Hypertension,Cardiovascular Disease,NCD,1146
Moshi,2017-09-01,Infectious Eye Disease,Other Communicable Diseases,CD,107
Moshi,2017-09-01,Influenza,Respiratory Infection,CD,0
Moshi,2017-09-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,664
Moshi,2017-09-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2017-09-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2017-09-01,Malaria,Vector borne infection,CD,47
Moshi,2017-09-01,Marasmic Kwashiorkor,Malnutrition,NCD,1
Moshi,2017-09-01,Marasmus,Malnutrition,NCD,0
Moshi,2017-09-01,Measles,Other Communicable Diseases,CD,0
Moshi,2017-09-01,Meningitis,Neurological Disorders,Both,NA
Moshi,2017-09-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,104
Moshi,2017-09-01,Moderate Malnutrition,Malnutrition,NCD,19
Moshi,2017-09-01,Neoplasms/Cancer,Cancer,NCD,53
Moshi,2017-09-01,Neuroses,Neurological Disorders,NCD,37
