district,date,disease,disease_group,disease_communicable,n_cases
Moshi,2018-07-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,17
Moshi,2018-07-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,77
Moshi,2018-07-01,Epilepsy,Neurological,Non-Communicable Diseases,203
Moshi,2018-07-01,Fractures,Trauma,Non-Communicable Diseases,269
Moshi,2018-07-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,2087
Moshi,2018-07-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,240
Moshi,2018-07-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,801
Moshi,2018-07-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2018-07-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,189
Moshi,2018-07-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,36
Moshi,2018-07-01,Neuroses,Neurological,Non-Communicable Diseases,91
Moshi,2018-07-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,163
Moshi,2018-07-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,709
Moshi,2018-07-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,299
Moshi,2018-07-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,66
Moshi,2018-07-01,Psychoses,Neurological,Non-Communicable Diseases,597
Moshi,2018-07-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,60
Moshi,2018-07-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,2
Moshi,2018-07-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,420
Moshi,2018-07-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,9
Moshi,2018-07-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,49
Moshi,2018-07-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,52
Moshi,2018-07-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,74
Moshi,2018-07-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,6337
Moshi,2018-07-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,3834
Moshi,2018-08-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,442
Moshi,2018-08-01,Caries,Other Non-Communicable,Non-Communicable Diseases,116
Moshi,2018-08-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1139
Moshi,2018-08-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,425
Moshi,2018-08-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,68
Moshi,2018-08-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,33
Moshi,2018-08-01,Epilepsy,Neurological,Non-Communicable Diseases,244
Moshi,2018-08-01,Fractures,Trauma,Non-Communicable Diseases,447
Moshi,2018-08-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,2340
Moshi,2018-08-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,140
Moshi,2018-08-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,635
Moshi,2018-08-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2018-08-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,149
Moshi,2018-08-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,91
Moshi,2018-08-01,Neuroses,Neurological,Non-Communicable Diseases,107
Moshi,2018-08-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,237
Moshi,2018-08-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,613
Moshi,2018-08-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,300
Moshi,2018-08-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,34
Moshi,2018-08-01,Psychoses,Neurological,Non-Communicable Diseases,550
Moshi,2018-08-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,61
Moshi,2018-08-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,5
Moshi,2018-08-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,508
Moshi,2018-08-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,8
Moshi,2018-08-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,23
Moshi,2018-08-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,68
Moshi,2018-08-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,81
Moshi,2018-08-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,6172
Moshi,2018-08-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,3348
Moshi,2018-09-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,293
Moshi,2018-09-01,Caries,Other Non-Communicable,Non-Communicable Diseases,174
Moshi,2018-09-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1121
Moshi,2018-09-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,540
Moshi,2018-09-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,20
Moshi,2018-09-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,96
Moshi,2018-09-01,Epilepsy,Neurological,Non-Communicable Diseases,151
Moshi,2018-09-01,Fractures,Trauma,Non-Communicable Diseases,578
Moshi,2018-09-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,1693
Moshi,2018-09-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,168
Moshi,2018-09-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,508
Moshi,2018-09-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2018-09-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,134
Moshi,2018-09-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,60
Moshi,2018-09-01,Neuroses,Neurological,Non-Communicable Diseases,23
Moshi,2018-09-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,317
Moshi,2018-09-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,629
Moshi,2018-09-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,372
Moshi,2018-09-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,33
Moshi,2018-09-01,Psychoses,Neurological,Non-Communicable Diseases,411
Moshi,2018-09-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,36
Moshi,2018-09-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,4
Moshi,2018-09-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,334
Moshi,2018-09-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,10
Moshi,2018-09-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,12
Moshi,2018-09-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,220
Moshi,2018-09-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,74
Moshi,2018-09-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,4821
Moshi,2018-09-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,3831
Moshi,2018-10-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,371
Moshi,2018-10-01,Caries,Other Non-Communicable,Non-Communicable Diseases,132
Moshi,2018-10-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1202
Moshi,2018-10-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,539
Moshi,2018-10-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,47
Moshi,2018-10-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,89
Moshi,2018-10-01,Epilepsy,Neurological,Non-Communicable Diseases,161
Moshi,2018-10-01,Fractures,Trauma,Non-Communicable Diseases,408
Moshi,2018-10-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,1936
Moshi,2018-10-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,183
Moshi,2018-10-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,603
Moshi,2018-10-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2018-10-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,132
Moshi,2018-10-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,77
Moshi,2018-10-01,Neuroses,Neurological,Non-Communicable Diseases,61
Moshi,2018-10-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,240
Moshi,2018-10-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,810
Moshi,2018-10-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,291
Moshi,2018-10-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,54
Moshi,2018-10-01,Psychoses,Neurological,Non-Communicable Diseases,576
Moshi,2018-10-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,56
Moshi,2018-10-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,1
Moshi,2018-10-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,499
Moshi,2018-10-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,10
Moshi,2018-10-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,22
Moshi,2018-10-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,66
Moshi,2018-10-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,83
Moshi,2018-10-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,6399
Moshi,2018-10-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,4199
Moshi,2018-11-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,320
Moshi,2018-11-01,Caries,Other Non-Communicable,Non-Communicable Diseases,239
Moshi,2018-11-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,865
Moshi,2018-11-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,579
Moshi,2018-11-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,26
Moshi,2018-11-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,40
Moshi,2018-11-01,Epilepsy,Neurological,Non-Communicable Diseases,224
Moshi,2018-11-01,Fractures,Trauma,Non-Communicable Diseases,506
Moshi,2018-11-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,1442
Moshi,2018-11-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,147
Moshi,2018-11-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,655
Moshi,2018-11-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2018-11-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,78
Moshi,2018-11-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,51
Moshi,2018-11-01,Neuroses,Neurological,Non-Communicable Diseases,110
Moshi,2018-11-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,484
Moshi,2018-11-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,729
Moshi,2018-11-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,498
Moshi,2018-11-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,53
Moshi,2018-11-01,Psychoses,Neurological,Non-Communicable Diseases,467
Moshi,2018-11-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,45
Moshi,2018-11-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,10
Moshi,2018-11-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,428
Moshi,2018-11-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,13
Moshi,2018-11-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,9
Moshi,2018-11-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,178
Moshi,2018-11-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,59
Moshi,2018-11-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,6304
Moshi,2018-11-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,3751
Moshi,2018-12-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,506
Moshi,2018-12-01,Caries,Other Non-Communicable,Non-Communicable Diseases,180
Moshi,2018-12-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1035
Moshi,2018-12-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,786
Moshi,2018-12-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,17
Moshi,2018-12-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,31
Moshi,2018-12-01,Epilepsy,Neurological,Non-Communicable Diseases,191
Moshi,2018-12-01,Fractures,Trauma,Non-Communicable Diseases,474
Moshi,2018-12-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,1016
Moshi,2018-12-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,180
Moshi,2018-12-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,602
Moshi,2018-12-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2018-12-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,93
Moshi,2018-12-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,57
Moshi,2018-12-01,Neuroses,Neurological,Non-Communicable Diseases,43
Moshi,2018-12-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,391
Moshi,2018-12-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,713
Moshi,2018-12-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,352
Moshi,2018-12-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,37
Moshi,2018-12-01,Psychoses,Neurological,Non-Communicable Diseases,544
Moshi,2018-12-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,64
Moshi,2018-12-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,2
Moshi,2018-12-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,399
Moshi,2018-12-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,13
Moshi,2018-12-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,638
Moshi,2018-12-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,16
Moshi,2018-12-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,34
Moshi,2018-12-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,6111
Moshi,2018-12-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,4709
Moshi,2019-01-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,368
Moshi,2019-01-01,Caries,Other Non-Communicable,Non-Communicable Diseases,208
Moshi,2019-01-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1205
Moshi,2019-01-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,475
Moshi,2019-01-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,20
Moshi,2019-01-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,26
Moshi,2019-01-01,Epilepsy,Neurological,Non-Communicable Diseases,144
Moshi,2019-01-01,Fractures,Trauma,Non-Communicable Diseases,344
Moshi,2019-01-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,1535
Moshi,2019-01-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,265
Moshi,2019-01-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,530
Moshi,2019-01-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2019-01-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,137
Moshi,2019-01-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,103
Moshi,2019-01-01,Neuroses,Neurological,Non-Communicable Diseases,59
Moshi,2019-01-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,733
Moshi,2019-01-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,763
Moshi,2019-01-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,343
Moshi,2019-01-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,39
Moshi,2019-01-01,Psychoses,Neurological,Non-Communicable Diseases,569
Moshi,2019-01-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,145
Moshi,2019-01-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,1
Moshi,2019-01-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,559
Moshi,2019-01-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,10
Moshi,2019-01-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,127
Moshi,2019-01-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,48
Moshi,2019-01-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,32
Moshi,2019-01-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,6831
Moshi,2019-01-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,4077
Moshi,2019-02-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,277
Moshi,2019-02-01,Caries,Other Non-Communicable,Non-Communicable Diseases,260
Moshi,2019-02-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1038
Moshi,2019-02-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,501
Moshi,2019-02-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,18
Moshi,2019-02-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,21
Moshi,2019-02-01,Epilepsy,Neurological,Non-Communicable Diseases,269
Moshi,2019-02-01,Fractures,Trauma,Non-Communicable Diseases,506
Moshi,2019-02-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,1847
Moshi,2019-02-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,175
Moshi,2019-02-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,738
Moshi,2019-02-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2019-02-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,82
Moshi,2019-02-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,143
Moshi,2019-02-01,Neuroses,Neurological,Non-Communicable Diseases,124
Moshi,2019-02-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,560
Moshi,2019-02-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,991
Moshi,2019-02-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,416
Moshi,2019-02-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,102
Moshi,2019-02-01,Psychoses,Neurological,Non-Communicable Diseases,669
Moshi,2019-02-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,30
Moshi,2019-02-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,6
Moshi,2019-02-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,541
Moshi,2019-02-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,18
Moshi,2019-02-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,103
Moshi,2019-02-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,60
Moshi,2019-02-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,19
Moshi,2019-02-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,7489
Moshi,2019-02-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,3376
Moshi,2019-03-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,416
Moshi,2019-03-01,Caries,Other Non-Communicable,Non-Communicable Diseases,342
Moshi,2019-03-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1739
Moshi,2019-03-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,551
Moshi,2019-03-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,21
Moshi,2019-03-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,17
Moshi,2019-03-01,Epilepsy,Neurological,Non-Communicable Diseases,153
Moshi,2019-03-01,Fractures,Trauma,Non-Communicable Diseases,467
Moshi,2019-03-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,2002
Moshi,2019-03-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,174
Moshi,2019-03-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,691
Moshi,2019-03-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Moshi,2019-03-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,64
Moshi,2019-03-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,130
Moshi,2019-03-01,Neuroses,Neurological,Non-Communicable Diseases,48
Moshi,2019-03-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,229
Moshi,2019-03-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,945
Moshi,2019-03-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,720
Moshi,2019-03-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,78
Moshi,2019-03-01,Psychoses,Neurological,Non-Communicable Diseases,594
Moshi,2019-03-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,43
Moshi,2019-03-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,5
Moshi,2019-03-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,646
Moshi,2019-03-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,10
Moshi,2019-03-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,61
Moshi,2019-03-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,50
Moshi,2019-03-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,21
Moshi,2019-03-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,7871
Moshi,2019-03-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,4639
Moshi,2019-04-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,489
Moshi,2019-04-01,Caries,Other Non-Communicable,Non-Communicable Diseases,251
Moshi,2019-04-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1365
Moshi,2019-04-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,565
Moshi,2019-04-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,47
Moshi,2019-04-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,28
Moshi,2019-04-01,Epilepsy,Neurological,Non-Communicable Diseases,293
Moshi,2019-04-01,Fractures,Trauma,Non-Communicable Diseases,438
Moshi,2019-04-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,2478
Moshi,2019-04-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,183
Moshi,2019-04-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,607
Moshi,2019-04-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,1
Moshi,2019-04-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,65
Moshi,2019-04-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,62
Moshi,2019-04-01,Neuroses,Neurological,Non-Communicable Diseases,76
Moshi,2019-04-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,367
Moshi,2019-04-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,1006
Moshi,2019-04-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,519
Moshi,2019-04-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,60
Moshi,2019-04-01,Psychoses,Neurological,Non-Communicable Diseases,923
Moshi,2019-04-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,59
Moshi,2019-04-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,4
Moshi,2019-04-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,597
Moshi,2019-04-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,34
Moshi,2019-04-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,99
Moshi,2019-04-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,71
Moshi,2019-04-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,28
Moshi,2019-04-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,7679
Moshi,2019-04-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,4830
Moshi,2019-05-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,533
Moshi,2019-05-01,Caries,Other Non-Communicable,Non-Communicable Diseases,117
Moshi,2019-05-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,1383
Moshi,2019-05-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,648
Moshi,2019-05-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,36
Moshi,2019-05-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,15
Moshi,2019-05-01,Epilepsy,Neurological,Non-Communicable Diseases,102
Moshi,2019-05-01,Fractures,Trauma,Non-Communicable Diseases,326
Moshi,2019-05-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,1927
Moshi,2019-05-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,250
Moshi,2019-05-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,552
Moshi,2019-05-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,4
Moshi,2019-05-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,66
Moshi,2019-05-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,46
Moshi,2019-05-01,Neuroses,Neurological,Non-Communicable Diseases,126
Moshi,2019-05-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,184
Moshi,2019-05-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,994
Moshi,2019-05-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,526
Moshi,2019-05-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,39
